업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
휴게음식점,2016-04-05,로웰PC방,"서울특별시 동작구 노량진로 184, 지하1층 (노량진동)",서울특별시 동작구 노량진동 148번지 5호,6.6,,일반조리판매
휴게음식점,2016-04-06,3POP PC방,"서울특별시 동작구 상도로 73, 지하1층 (대방동)",서울특별시 동작구 대방동 335번지 25호,3.3,,일반조리판매
휴게음식점,2016-04-06,켄즈피씨방,"서울특별시 동작구 만양로 7, 지하1층 (상도동)",서울특별시 동작구 상도동 22번지 107호,6.7,,일반조리판매
휴게음식점,2016-04-06,수피씨방,"서울특별시 동작구 만양로 11, 지하1층 (상도동)",서울특별시 동작구 상도동 22번지 1호,6.7,,일반조리판매
휴게음식점,2016-04-06,팀제이피씨방,"서울특별시 동작구 흑석로 79, 지하1층 (흑석동)",서울특별시 동작구 흑석동 195번지 19호,6.6,,일반조리판매
휴게음식점,2016-04-07,매직엔PC방,"서울특별시 동작구 서달로15길 23, 지하1층 (흑석동)",서울특별시 동작구 흑석동 181번지 1호,5,070-5022-2611,일반조리판매
휴게음식점,2016-04-07,포포PC방 노량진점,"서울특별시 동작구 만양로 105, 지하1층 (노량진동)",서울특별시 동작구 노량진동 116번지 2호,16.5,02-822-0391,일반조리판매
휴게음식점,2016-04-07,자이PC존,"서울특별시 동작구 성대로2길 9, 지상4층 (상도동)",서울특별시 동작구 상도동 315번지 8호,6.6,02-3280-3009,일반조리판매
휴게음식점,2016-04-07,맥스PC방,"서울특별시 동작구 장승배기로 119, 지상3층 (노량진동)",서울특별시 동작구 노량진동 307번지 15호,3.3,02-823-4306,일반조리판매
휴게음식점,2016-04-07,메인PC방,"서울특별시 동작구 성대로 23, 지상3층 (상도동)",서울특별시 동작구 상도동 250번지 6호,6.6,02-822-9744,일반조리판매
휴게음식점,2016-04-11,싸이버파크PC방,"서울특별시 동작구 노량진로 180, 지하1층 (노량진동)",서울특별시 동작구 노량진동 148번지 91호,5,02-826-1988,일반조리판매
휴게음식점,2016-04-12,커피나무 장승배기점,"서울특별시 동작구 상도로15길 104, 지상1층 (상도동)",서울특별시 동작구 상도동 359번지 3호,68.04,02-817-9742,커피숍
휴게음식점,2016-04-12,세븐일레븐사당번영점,서울특별시 동작구 사당로29가길 41 (사당동),서울특별시 동작구 사당동 141번지 32호,6.6,02-532-6145,편의점
휴게음식점,2016-04-15,커피식스쥬스식스상도역점,"서울특별시 동작구 양녕로 268, 지상1층 (상도1동)",서울특별시 동작구 상도1동 666번지 1호,41,,커피숍
휴게음식점,2016-04-15,모코커피창고,"서울특별시 동작구 상도로37길 31, 지상1층 (상도1동)",서울특별시 동작구 상도1동 366번지 4호,35.36,,커피숍
휴게음식점,2016-04-19,신참떡볶이,"서울특별시 동작구 노량진로 4, 지상1층 X2,YA호 (대방동)",서울특별시 동작구 대방동 341번지 2호,13,02-823-7427,일반조리판매
휴게음식점,2016-04-20,N-TOP PC카페,"서울특별시 동작구 상도로 102, 지하1층 (상도동)",서울특별시 동작구 상도동 324번지 1호,9.9,070-4009-6563,일반조리판매
휴게음식점,2016-04-21,시즌아이신대방점,"서울특별시 동작구 보라매로 91, 지상2층 (신대방동)",서울특별시 동작구 신대방동 344번지 15호,2.77,,일반조리판매
휴게음식점,2016-04-21,세븐일레븐 사당메트로점,서울특별시 동작구 동작대로 지하 3 (사당동),,6.6,,편의점
휴게음식점,2016-04-21,세븐일레븐동작사당점,서울특별시 동작구 동작대로1길 45 (사당동),서울특별시 동작구 사당동 1044번지 9호,6.6,02-525-1044,편의점
휴게음식점,2016-04-22,GS25숭실마루점,서울특별시 동작구 상도로 379 (상도동),서울특별시 동작구 상도동 501번지 5호,6.6,02-813-1231,편의점
휴게음식점,2016-04-22,쉬즈베이글 노량진점,"서울특별시 동작구 노량진로 140, 102호 (노량진동)",서울특별시 동작구 노량진동 57번지 1호,47.68,,커피숍
휴게음식점,2016-04-26,미니스톱동작휴앤하임점,"서울특별시 동작구 상도로15길 131, B102호 (상도동)",서울특별시 동작구 상도동 363번지 164호,5,,편의점
휴게음식점,2016-04-29,노엘드커피(NOEL DE COFFEE),"서울특별시 동작구 장승배기로 107, 지상1층 (노량진동)",서울특별시 동작구 노량진동 312번지 23호,54.9,02-823-8845,커피숍
휴게음식점,2016-04-29,곰브라더스노량진본점,"서울특별시 동작구 만양로 96-1, 지상1층 (노량진동)",서울특별시 동작구 노량진동 119번지 143호,13.2,,커피숍
휴게음식점,2016-05-03,흥부가반해버리고놀부가기절한닭강정,"서울특별시 동작구 국사봉길 41, 지상1층 (상도동)",서울특별시 동작구 상도동 321번지 30호,33,02-822-9272,일반조리판매
휴게음식점,2016-05-03,씨유신대방다오라점,서울특별시 동작구 보라매로7가길 1 (신대방동),서울특별시 동작구 신대방동 344번지 259호,15,,편의점
휴게음식점,2016-05-04,랏츠코리아,"서울특별시 동작구 동작대로27길 69, 지상1, 지하1층 (사당동)",서울특별시 동작구 사당동 127번지 46호,87.61,02-535-8423,커피숍
휴게음식점,2016-05-09,커피나무,"서울특별시 동작구 상도로 297-1, 지상1층 (상도1동)",서울특별시 동작구 상도1동 392번지,84.89,,커피숍
휴게음식점,2016-05-09,비타민카페(노량진점),"서울특별시 동작구 노량진로8길 18, 지상1층 (노량진동)",서울특별시 동작구 노량진동 264번지 2호,23.1,,커피숍
휴게음식점,2016-05-09,어서오뎅요,"서울특별시 동작구 사당로16길 34, 지상1층 (사당동)",서울특별시 동작구 사당동 275번지 20호,23,02-579-9711,일반조리판매
휴게음식점,2016-05-09,카페제스트(cafe zest),"서울특별시 동작구 국사봉길 93, 지상1층 (상도동)",서울특별시 동작구 상도동 294번지 83호,25,,커피숍
휴게음식점,2016-05-10,두둥실,"서울특별시 동작구 상도로 97, 지하1층 (상도동)",서울특별시 동작구 상도동 328번지 12호,125.52,,커피숍
휴게음식점,2016-05-10,엔제리너스GS이수역D/I점,"서울특별시 동작구 동작대로 135, 지상1,2층 (사당동)",서울특별시 동작구 사당동 86번지 3호,167.12,02-535-2586,커피숍
휴게음식점,2016-05-11,GS25상도장안점,서울특별시 동작구 상도로37길 48 (상도1동),서울특별시 동작구 상도1동 268번지 1호 1층,32.26,,일반조리판매
휴게음식점,2016-05-12,쥬씨 사당역점,"서울특별시 동작구 동작대로7길 4, 1층 (사당동)",서울특별시 동작구 사당동 1030번지 14호,13.22,,커피숍
휴게음식점,2016-05-12,봄봄,"서울특별시 동작구 사당로 18-1, 1층 (상도동)",서울특별시 동작구 상도동 502번지 1층,17.9,,커피숍
휴게음식점,2016-05-16,효카페스터디룸,"서울특별시 동작구 만양로18길 14, 지하1층 (노량진동)",서울특별시 동작구 노량진동 126번지 14호,13,,커피숍
휴게음식점,2016-05-18,매머드 익스프레스 노량진2호점,"서울특별시 동작구 노량진로12길 16, 지상1층 (노량진동)",서울특별시 동작구 노량진동 39번지 18호,13.53,,커피숍
휴게음식점,2016-05-24,복고다방상도점,"서울특별시 동작구 상도로 207, B210호 (상도동)",서울특별시 동작구 상도동 536번지,33.39,02-812-5998,커피숍
휴게음식점,2016-05-27,롯데리아남성역점,"서울특별시 동작구 사당로 200, 지상1층 (사당동)",서울특별시 동작구 사당동 249번지 84호,113.29,,패스트푸드
휴게음식점,2016-05-30,세븐일레븐사당서광점,"서울특별시 동작구 동작대로27다길 29, 지상1층 (사당동)",서울특별시 동작구 사당동 138번지 4호,6.6,,편의점
휴게음식점,2016-05-31,GS25노들제일점,서울특별시 동작구 노량진로 252 (본동),서울특별시 동작구 본동 48번지,6.6,02-812-1925,편의점
휴게음식점,2016-06-01,쥬스스타보라매점,"서울특별시 동작구 보라매로3길 29, 1-22호 (신대방동, 해태보라매타워)",서울특별시 동작구 신대방동 708번지,11.31,,일반조리판매
휴게음식점,2016-06-07,신전떡볶이(숭실대점),"서울특별시 동작구 상도로 372-3, 지상1층 (상도동)",서울특별시 동작구 상도동 494번지 1호,45,02-3280-1236,일반조리판매
휴게음식점,2016-06-07,빽다방신대방삼거리점,"서울특별시 동작구 국사봉1길 28, 지상1층 (상도동)",서울특별시 동작구 상도동 322번지 17호,33,,커피숍
휴게음식점,2016-06-13,토프레소남성역점,"서울특별시 동작구 사당로12길 2, 지상1층 (사당동)",서울특별시 동작구 사당동 250번지 7호,56,02-586-5599,커피숍
휴게음식점,2016-06-14,부산어묵,"서울특별시 동작구 서달로14나길 21, 지상1층 (흑석동)",서울특별시 동작구 흑석동 54번지 136호,12.8,,일반조리판매
휴게음식점,2016-06-16,쥬스식스이수역점,"서울특별시 동작구 동작대로27길 8, 지상1층 (사당동)",서울특별시 동작구 사당동 139번지 32호,9.9,,커피숍
휴게음식점,2016-06-16,13호매점,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 매점13호 (노량진동)",서울특별시 동작구 노량진동 13번지 6호 노량진수산물도매시장,7.27,02-2254-8522,일반조리판매
휴게음식점,2016-06-20,지에스(GS)25 동작유한점,서울특별시 동작구 등용로14길 44 (대방동),서울특별시 동작구 대방동 43번지 2호,13.2,,편의점
휴게음식점,2016-06-22,GS25사당극동점,"서울특별시 동작구 동작대로29길 119, 114동 상가 1층 102호 (사당동)",서울특별시 동작구 사당동 105번지,6.6,02-537-4461,편의점
휴게음식점,2016-06-27,커피앤스위트노량진점,"서울특별시 동작구 장승배기로 171, 지하1층 B116호 (노량진동)",서울특별시 동작구 노량진동 45번지 3호,15.52,070-4101-7272,커피숍
휴게음식점,2016-06-27,세븐일레븐동작구청점,"서울특별시 동작구 장승배기로 159, 지상1층 (노량진동)",서울특별시 동작구 노량진동 240번지 1호,3.3,02-822-0711,편의점
휴게음식점,2016-06-28,선한이웃,"서울특별시 동작구 여의대방로10길 14, 제상가동 지상1층 101호 (신대방동)",서울특별시 동작구 신대방동 710번지,33.93,,커피숍
휴게음식점,2016-06-30,빙달,"서울특별시 동작구 상도로34길 62, 지상1층 (상도동)",서울특별시 동작구 상도동 159번지 74호,29.7,02-826-1333,커피숍
휴게음식점,2016-06-30,상도김밥,"서울특별시 동작구 상도로45길 10, 지상1층 (상도1동)",서울특별시 동작구 상도1동 360번지 3호,15,02-816-3360,일반조리판매
휴게음식점,2016-07-07,헬로피자,"서울특별시 동작구 노량진로14가길 16, 지상1층 (노량진동)",서울특별시 동작구 노량진동 85번지 37호,29.75,,일반조리판매
휴게음식점,2016-07-07,O.GUN아이스크림,"서울특별시 동작구 노들로 674, 지상2층 매점9호 (노량진동)",서울특별시 동작구 노량진동 13번지 6호,5.29,,아이스크림
휴게음식점,2016-07-08,니토로스터스,"서울특별시 동작구 여의대방로24길 72, 지상1층 (신대방동)",서울특별시 동작구 신대방동 362번지 41호,6.44,,커피숍
휴게음식점,2016-07-11,콘레드커피(CONRED COFFEE),"서울특별시 동작구 만양로14가길 4, 지상1층 (노량진동)",서울특별시 동작구 노량진동 124번지 10호,10,070-5124-6300,커피숍
휴게음식점,2016-07-12,감미상점,"서울특별시 동작구 등용로 79, 지상1층 (대방동)",서울특별시 동작구 대방동 14번지 16호,17.3,,패스트푸드
휴게음식점,2016-07-14,요거프레소(상도점),"서울특별시 동작구 양녕로 282-1, 지상2층 (상도1동)",서울특별시 동작구 상도1동 638번지 2호,135,,커피숍
휴게음식점,2016-07-15,카페루루(Cafe lulu),서울특별시 동작구 노량진로14길 4 (노량진동),서울특별시 동작구 노량진동 59번지 44호,15.12,,커피숍
휴게음식점,2016-07-18,아트팩토리,"서울특별시 동작구 양녕로25길 62, 지상1층 (상도동)",서울특별시 동작구 상도동 226번지 32호,13.22,,커피숍
휴게음식점,2016-07-19,블루브릭(BLU BRICK),"서울특별시 동작구 만양로8길 69, 지상1층 (노량진동)",서울특별시 동작구 노량진동 222번지 5호,26.4,02-825-7223,커피숍
휴게음식점,2016-07-20,비바쥬스,"서울특별시 동작구 노량진로 110, 지상1층 (노량진동)",서울특별시 동작구 노량진동 41번지 5호,50,,커피숍
휴게음식점,2016-07-21,요술얼음,"서울특별시 동작구 상도로 193, 지상1층 (상도동)",서울특별시 동작구 상도동 370번지 12호,36,02-817-1255,커피숍
휴게음식점,2016-07-21,시즌아이 PC cafe 숭실대점,"서울특별시 동작구 상도로61길 40, 지상3층 (상도동)",서울특별시 동작구 상도동 504번지 3호,6.6,,일반조리판매
휴게음식점,2016-07-21,카작상도점,"서울특별시 동작구 양녕로 156, 지상1층 (상도동)",서울특별시 동작구 상도동 214번지 449호,69.16,02-6337-2642,커피숍
휴게음식점,2016-07-28,JJ PC방,"서울특별시 동작구 흑석로 112, 지하1층 (흑석동)",서울특별시 동작구 흑석동 182번지 5호,5,,일반조리판매
휴게음식점,2016-07-29,GS25동작도서관점,"서울특별시 동작구 장승배기로 96, 지상1층 (노량진동)",서울특별시 동작구 노량진동 310번지 99호,6.6,02-2244-6722,편의점
휴게음식점,2016-07-29,오다가다,"서울특별시 동작구 동작대로35길 10, 지상1층 (사당동)",서울특별시 동작구 사당동 39번지 10호,48,,일반조리판매
휴게음식점,2016-07-29,이삭토스트메가스터디타워점,"서울특별시 동작구 노량진로 140, 지상1층 109호 (노량진동)",서울특별시 동작구 노량진동 57번지 1호,45.5,02-6084-0138,커피숍
휴게음식점,2016-08-02,쥬씨국사봉점,"서울특별시 동작구 양녕로 193, 지하1층 (상도동)",서울특별시 동작구 상도동 209번지 18호,33.56,02-811-1588,커피숍
휴게음식점,2016-08-03,커피스테이지,"서울특별시 동작구 장승배기로 168, B101호 (노량진동)",서울특별시 동작구 노량진동 54번지 11호,36.02,02-815-7604,커피숍
휴게음식점,2016-08-09,이디야 이수중앙점,"서울특별시 동작구 사당로 285, 지상1층 (사당동)",서울특별시 동작구 사당동 150번지 3호,70.92,,커피숍
휴게음식점,2016-08-12,세븐일레븐메가스터디타워점,"서울특별시 동작구 노량진로 140, B210호 (노량진동)",서울특별시 동작구 노량진동 57번지 1호,6.6,02-821-6639,편의점
휴게음식점,2016-08-16,앳백(at100),"서울특별시 동작구 흑석로6길 61, 310동 1층 103호 (흑석동, 중앙대학교)",서울특별시 동작구 흑석동 221번지  310동 103호,144.5,02-822-6415,커피숍
휴게음식점,2016-08-22,제일스터디카페,"서울특별시 동작구 노량진로14길 33, 지하1층 (노량진동)",서울특별시 동작구 노량진동 83번지 10호,191.88,,커피숍
휴게음식점,2016-08-26,쓰리탑(3TOP),"서울특별시 동작구 동작대로27가길 44, 지상4층 (사당동)",서울특별시 동작구 사당동 147번지 81호,19.8,,일반조리판매
휴게음식점,2016-08-29,세븐일레븐 중앙대경영관점,"서울특별시 동작구 흑석로6길 61, B411호 (흑석동, 310관)",서울특별시 동작구 흑석동 221번지,3.3,02-811-1205,편의점
휴게음식점,2016-08-30,주식회사 미스꼬레아,"서울특별시 동작구 사당로10길 20, 지상1층 (사당동)",서울특별시 동작구 사당동 232번지 17호,13,,커피숍
휴게음식점,2016-08-31,더블유PC방,"서울특별시 동작구 상도로63길 15, 지하1층 (상도동)",서울특별시 동작구 상도동 503번지,3.3,,일반조리판매
휴게음식점,2016-09-02,반올림피자샵상도역점,"서울특별시 동작구 양녕로28길 30, 지상1층 (상도동)",서울특별시 동작구 상도동 212번지 38호,69.16,02-812-8883,패스트푸드
휴게음식점,2016-09-07,GS25사당수석점,"서울특별시 동작구 남부순환로259길 11, 지하1층 (사당동)",서울특별시 동작구 사당동 1051번지 41호,6.6,02-522-6971,편의점
휴게음식점,2016-09-09,커피온리 중앙대점,"서울특별시 동작구 흑석로 87-1, 지상1층 (흑석동)",서울특별시 동작구 흑석동 190번지 42호,16.8,,커피숍
휴게음식점,2016-09-12,마담콩Cafe,"서울특별시 동작구 서달로12가길 8, 지상1층 (흑석동)",서울특별시 동작구 흑석동 97번지 35호,10.8,02-822-7367,떡카페
휴게음식점,2016-09-20,310쌀국수,"서울특별시 동작구 흑석로 84, 지하4층 409호 (흑석동, 310관)",서울특별시 동작구 흑석동 221번지,123.64,02-881-7439,일반조리판매
휴게음식점,2016-09-21,베이글카페,"서울특별시 동작구 사당로13길 31, 상가동 지하1층 13-4호 (사당동)",서울특별시 동작구 사당동 1131번지,35.61,02-533-8311,커피숍
휴게음식점,2016-09-23,커피나무노량진3호점,"서울특별시 동작구 장승배기로 151-1, 지상1층 (노량진동)",서울특별시 동작구 노량진동 240번지 46호,93.29,02-813-2323,커피숍
휴게음식점,2016-10-04,피플러스PC방,"서울특별시 동작구 동작대로 85, 지하1층 (사당동)",서울특별시 동작구 사당동 1007번지 39호,6.3,,일반조리판매
휴게음식점,2016-10-06,테크네,"서울특별시 동작구 동작대로39길 22, 이수힐테이트209동 211호 (동작동)",서울특별시 동작구 동작동 333번지,22,,커피숍
휴게음식점,2016-10-06,포유피시방,"서울특별시 동작구 동작대로 141, 지하1층 (사당동)",서울특별시 동작구 사당동 86번지 5호,6.6,,일반조리판매
휴게음식점,2016-10-11,떡장,"서울특별시 동작구 동작대로 115, 지하1층 (사당동)",서울특별시 동작구 사당동 136번지 1호,9.9,,일반조리판매
휴게음식점,2016-10-11,제노PC방,"서울특별시 동작구 사당로 200, 지상3층 (사당동)",서울특별시 동작구 사당동 249번지 84호,4.05,,일반조리판매
휴게음식점,2016-10-12,위드,"서울특별시 동작구 사당로 157-2, 지상1층 (사당동)",서울특별시 동작구 사당동 208번지 10호,12,,커피숍
휴게음식점,2016-10-12,위드미,"서울특별시 동작구 보라매로5길 15, 지하1층 (신대방동)",서울특별시 동작구 신대방동 395번지 70호,5,,편의점
휴게음식점,2016-10-14,정다운도넛츠,"서울특별시 동작구 국사봉길 13, 지상1층 (상도동)",서울특별시 동작구 상도동 323번지 25호,9.91,,일반조리판매
휴게음식점,2016-10-14,컵속애,"서울특별시 동작구 노량진로16길 28-1, 지상1층 (노량진동)",서울특별시 동작구 노량진동 89번지 2호,18,,일반조리판매
휴게음식점,2016-10-17,커피나무상도2호점,"서울특별시 동작구 만양로 12, 지상1층 (상도동)",서울특별시 동작구 상도동 20번지 8호,33.8,02-812-4082,커피숍
휴게음식점,2016-10-19,디베리아카페,"서울특별시 동작구 상도로 95, 지상1층 (상도동)",서울특별시 동작구 상도동 328번지 9호,13.2,,커피숍
휴게음식점,2016-10-19,GS25상도제일점,서울특별시 동작구 만양로2길 70 (상도동),서울특별시 동작구 상도동 2번지 24호,5,02-812-3850,편의점
휴게음식점,2016-10-24,커피나무신상도점,"서울특별시 동작구 양녕로 182, 지상1층 (상도동)",서울특별시 동작구 상도동 210번지 23호,31.2,02-812-7476,커피숍
휴게음식점,2016-10-24,벨라지오,"서울특별시 동작구 흑석로 114-1, 지상1층 (흑석동)",서울특별시 동작구 흑석동 181번지 6호,10.35,,커피숍
휴게음식점,2016-10-26,반올림피자샵사당방배점,"서울특별시 동작구 사당로20길 17, 지상1층 (사당동)",서울특별시 동작구 사당동 321번지 103호,65,02-583-1777,패스트푸드
휴게음식점,2016-10-27,스타벅스중앙대점,"서울특별시 동작구 흑석로 75-1, 지상1,2,3,4층 (흑석동)",서울특별시 동작구 흑석동 205번지 5호,222.47,02-812-3250,커피숍
휴게음식점,2016-10-28,CU신대방경남점,"서울특별시 동작구 여의대방로 68, 1층 (신대방동)",서울특별시 동작구 신대방동 492번지 206호,6.6,02-831-8933,편의점
휴게음식점,2016-11-02,카페디차,"서울특별시 동작구 상도로47길 89, 지상1층 (상도1동)",서울특별시 동작구 상도1동 442번지 1호,24.1,02-825-6111,커피숍
휴게음식점,2016-11-03,얌샘(김밥),"서울특별시 동작구 장승배기로11가길 11, 상도파크자이단지내상가동 102호 (상도동)",서울특별시 동작구 상도동 363번지 3호,40,,일반조리판매
휴게음식점,2016-11-04,GS수퍼마켓동작상도점,"서울특별시 동작구 상도로 346-1, 상도엠코타운센트럴파크제상가2동 제1층 102호 (상도동)",서울특별시 동작구 상도동 531번지,6.6,02-821-3311,기타 휴게음식점
휴게음식점,2016-11-04,커피향기,"서울특별시 동작구 동작대로21길 36, 지상1층 (사당동)",서울특별시 동작구 사당동 1006번지 20호,23.5,,커피숍
휴게음식점,2016-11-07,GS25동작한양점,서울특별시 동작구 노량진로6길 59 (노량진동),서울특별시 동작구 노량진동 289번지 88호,3.3,02-815-1479,편의점
휴게음식점,2016-11-07,어우돈,"서울특별시 동작구 동작대로 115, 지하1층 (사당동)",서울특별시 동작구 사당동 136번지 1호,9,,일반조리판매
휴게음식점,2016-11-10,갓프레소,"서울특별시 동작구 상도로41길 24, 지상1층 (상도1동)",서울특별시 동작구 상도1동 428번지 4호,24.4,,커피숍
휴게음식점,2016-11-11,GS25노량삼거리점,서울특별시 동작구 장승배기로 114 (노량진동),서울특별시 동작구 노량진동 230번지 13호,5,02-826-3533,편의점
휴게음식점,2016-11-11,놀숲이수역점,"서울특별시 동작구 동작대로27길 5, 지하1층 (사당동)",서울특별시 동작구 사당동 139번지 30호,20,02-533-4523,기타 휴게음식점
휴게음식점,2016-11-16,이스포츠센터(e-스포츠센터),"서울특별시 동작구 양녕로 280-1, 지하1층 (상도1동)",서울특별시 동작구 상도1동 635번지,13.2,,일반조리판매
휴게음식점,2016-11-21,뷰티90데이,"서울특별시 동작구 국사봉1길 90, 1층 (상도동)",서울특별시 동작구 상도동 306번지 3호,10,,전통찻집
휴게음식점,2016-11-22,헨델과그레텔 미니,"서울특별시 동작구 사당로20가길 26, 1층 101호 (사당동)",서울특별시 동작구 사당동 318번지 65호,30,02-526-3641,커피숍
휴게음식점,2016-11-25,손수왕김밥,"서울특별시 동작구 장승배기로 171, 지하1층 106호 (노량진동)",서울특별시 동작구 노량진동 45번지 3호,6.6,,일반조리판매
휴게음식점,2016-11-28,세븐일레븐숭실대중앙점,서울특별시 동작구 상도로61길 43 (상도동),서울특별시 동작구 상도동 505번지 11호,6.6,02-6082-0711,편의점
휴게음식점,2016-11-29,GS25대방등용점,서울특별시 동작구 등용로 96 (대방동),서울특별시 동작구 대방동 20번지 10호,3.3,02-811-0664,편의점
휴게음식점,2016-12-05,이디야커피사당역점,"서울특별시 동작구 동작대로7길 100, 지상1층 (사당동)",서울특별시 동작구 사당동 1046번지 39호,87.2,02-521-6282,커피숍
휴게음식점,2016-12-07,이마트24노량진로점,"서울특별시 동작구 노량진로8길 26, 지상1층 (노량진동)",서울특별시 동작구 노량진동 261번지 2호,3.3,,편의점
휴게음식점,2016-12-12,세븐일레븐상도역점,서울특별시 동작구 상도로 274 (상도1동),서울특별시 동작구 상도1동 747번지 3호,3.3,02-821-3100,편의점
휴게음식점,2016-12-13,한끼니,"서울특별시 동작구 상도로 65, 지상1층 (대방동)",서울특별시 동작구 대방동 394번지 7호,30,,일반조리판매
휴게음식점,2016-12-15,나리당,"서울특별시 동작구 사당로16가길 93, 지상1층 (사당동)",서울특별시 동작구 사당동 224번지 51호,20,,커피숍
휴게음식점,2016-12-21,리앤홍,"서울특별시 동작구 서달로14길 18, 지상2층 (흑석동)",서울특별시 동작구 흑석동 50번지 36호,60,02-815-4132,커피숍
휴게음식점,2016-12-26,크레페드림 노량진점,"서울특별시 동작구 노량진로10길 26, 지상1층 (노량진동)",서울특별시 동작구 노량진동 258번지 32호,39,02-815-9279,커피숍
휴게음식점,2016-12-28,리에즈블룸,"서울특별시 동작구 상도로 37, 지상1층 (대방동)",서울특별시 동작구 대방동 396번지 23호,20.5,,커피숍
휴게음식점,2016-12-30,엘에스와이 랩,"서울특별시 동작구 노량진로 250, 지상1층 (본동)",서울특별시 동작구 본동 126번지 13호,19,02-822-0624,일반조리판매
휴게음식점,2017-01-02,GS25동작성대,서울특별시 동작구 성대로12길 1 (상도동),서울특별시 동작구 상도동 263번지 8호,6,02-3280-0460,편의점
휴게음식점,2017-01-02,미니스톱남성사당로점,서울특별시 동작구 사당로 193 (사당동),서울특별시 동작구 사당동 220번지 85호,5,,편의점
휴게음식점,2017-01-03,GS25상도스위트,서울특별시 동작구 상도로15길 13 (상도동),서울특별시 동작구 상도동 351번지 7호,5,02-817-5830,편의점
휴게음식점,2017-01-04,씨유대방행복,서울특별시 동작구 대방동15길 3 (대방동),서울특별시 동작구 대방동 391번지 241호,6.6,,편의점
휴게음식점,2017-01-10,타요키즈카페보라매점,"서울특별시 동작구 보라매로5가길 16, 603호 (신대방동)",서울특별시 동작구 신대방동 395번지 69호,95,02-319-8585,키즈카페
휴게음식점,2017-01-11,카페쿠잉(cafe cooing),"서울특별시 동작구 여의대방로 286, 지상1층 (대방동)",서울특별시 동작구 대방동 341번지 4호,25,,일반조리판매
휴게음식점,2017-01-13,St.535로스터리카페,"서울특별시 동작구 상도로30길 40, 106호 (상도동, 상도2차두산위브트레지움아파트상가)",서울특별시 동작구 상도동 535번지,44.24,,커피숍
휴게음식점,2017-01-16,블루스톤 스낵바,"서울특별시 동작구 현충로 131, 지하3층 (흑석동)",서울특별시 동작구 흑석동 26번지 2호,21,,편의점
휴게음식점,2017-01-17,GS노량남강점,"서울특별시 동작구 노량진로 202, 1층 (노량진동)",서울특별시 동작구 노량진동 197번지,6.6,02-822-8566,편의점
휴게음식점,2017-01-19,GS25노량아카데미점,"서울특별시 동작구 노량진로14가길 11, 지하1층 (노량진동)",서울특별시 동작구 노량진동 81번지,6.6,02-812-8566,편의점
휴게음식점,2017-01-31,아이센스PC방 사당본점,"서울특별시 동작구 남부순환로 2055, 지하1층 101호 (사당동)",서울특별시 동작구 사당동 1046번지 8호,6.6,,일반조리판매
휴게음식점,2017-02-07,분식의신,"서울특별시 동작구 상도로 지하 76, 지하2층 741-2710호 (대방동, 신대방삼거리역)",서울특별시 동작구 대방동 406번지 10호,42,02-6404-8285,철도역구내
휴게음식점,2017-02-07,빈스바네스 노량진점,"서울특별시 동작구 등용로14길 77, 1층 (노량진동)",서울특별시 동작구 노량진동 266번지 6호,23,02-3280-5953,커피숍
휴게음식점,2017-02-08,바다분식,"서울특별시 동작구 만양로 84, 지하1층 15호 (노량진동, 삼익주상복합아파트)",서울특별시 동작구 노량진동 330번지,19.88,,일반조리판매
휴게음식점,2017-02-08,GS25상도등용점,"서울특별시 동작구 상도로15길 73, 1층 (상도동)",서울특별시 동작구 상도동 361번지 154호,6.6,02-3280-5330,일반조리판매
휴게음식점,2017-02-10,베브릿지 중앙대점,"서울특별시 동작구 흑석로9길 4, 1층 (흑석동)",서울특별시 동작구 흑석동 190번지 4호,107.79,,커피숍
휴게음식점,2017-02-16,GS25상도래미안점,"서울특별시 동작구 상도로37길 76, 1층 (상도동, 리치타운)",서울특별시 동작구 상도동 486번지,6.6,02-824-5514,일반조리판매
휴게음식점,2017-02-17,할리스커피 장승배기역점,"서울특별시 동작구 장승배기로11가길 11, 1층 105호 (상도동, 상도파크자이아파트)",서울특별시 동작구 상도동 900번지,91.6,,커피숍
휴게음식점,2017-02-21,명랑쌀핫도그 이수점,"서울특별시 동작구 동작대로27길 22, 1층 (사당동)",서울특별시 동작구 사당동 139번지 36호,18,,일반조리판매
휴게음식점,2017-02-21,GS25 사당센시티점,"서울특별시 동작구 사당로 169, 1층 (사당동)",서울특별시 동작구 사당동 218번지,3,,일반조리판매
휴게음식점,2017-02-22,모코커피,"서울특별시 동작구 대방동길 57, 1층 (대방동)",서울특별시 동작구 대방동 379번지 1호,48.54,02-826-2266,커피숍
휴게음식점,2017-02-23,니키스,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교 웨스트민스터홀 뒤)",서울특별시 동작구 상도동 511번지,9,,푸드트럭
휴게음식점,2017-02-27,세븐일레븐 사당남사점,"서울특별시 동작구 동작대로13길 34, 1층 (사당동)",서울특별시 동작구 사당동 1015번지 50호,6.6,02-3487-9090,기타 휴게음식점
휴게음식점,2017-02-27,베러댄와플사당점,"서울특별시 동작구 동작대로7길 56, 1층 (사당동)",서울특별시 동작구 사당동 1038번지 51호,25,070-5136-7172,패스트푸드
